,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,bario,year
1367,6,-,-,6,,"74,3",-,-,"74,3",,"167,1",-,"167,1",,"2.200,1",-,"2.200,1",8 56. Vallbona,2017-01-01
1368,75,-,-,75,,"71,2",-,-,"71,2",,"150,1",-,"150,1",,"2.105,2",-,"2.105,2",9 57. la Trinitat Vella,2017-01-01
1369,4,-,-,4,,"80,5",-,-,"80,5",,"270,0",-,"270,0",,"2.700,0",-,"2.700,0",9 58. Baró de Viver,2017-01-01
1370,36,5,-,31,,"74,2","82,8",-,"72,7",,"134,3","84,1","144,3",,"1.739,8","1.015,9","1.884,6",9 59. el Bon Pastor,2017-01-01
1371,134,-,-,134,,"72,1",-,-,"72,1",,"197,6",-,"197,6",,"2.741,0",-,"2.741,0",9 60. Sant Andreu,2017-01-01
1372,98,-,-,98,,"73,0",-,-,"73,0",,"205,4",-,"205,4",,"2.812,1",-,"2.812,1",9 61. la Sagrera,2017-01-01
1373,55,-,-,55,,"71,5",-,-,"71,5",,"191,5",-,"191,5",,"2.719,0",-,"2.719,0",9 62. el Congrés i els Indians,2017-01-01
1374,70,4,-,66,,"78,8","52,5",-,"80,5",,"316,2","269,5","321,0",,"3.931,0","5.623,2","3.757,5",9 63. Navas,2017-01-01
1375,162,6,-,156,,"78,2","85,7",-,"77,9",,"331,6","446,1","326,6",,"3.914,3","5.085,7","3.862,4","10 64. el Camp de l""Arpa del Clot",2017-01-01
1376,191,7,1,183,,"85,4","153,0","119,0","83,1",,"296,3","591,8","285,9",,"3.435,1","3.992,5","3.415,5",10 65. el Clot,2017-01-01
1377,17,-,-,17,,"62,5",-,-,"62,5",,"247,4",-,"247,4",,"4.100,1",-,"4.100,1",10 66. el Parc i la Llacuna del Poblenou,2017-01-01
1378,7,-,-,7,,"113,3",-,-,"113,3",,"530,5",-,"530,5",,"4.772,0",-,"4.772,0",10 67. la Vila Olímpica del Poblenou,2017-01-01
1379,41,7,-,34,,"73,6","68,3",-,"74,5",,"307,0","289,3","310,3",,"4.105,0","4.334,1","4.062,0",10 68. el Poblenou,2017-01-01
1380,12,-,-,12,,"93,9",-,-,"93,9",,"802,2",-,"802,2",,"8.221,9",-,"8.221,9",10 69. Diagonal Mar i el Front Marítim del Poblenou,2017-01-01
1381,97,10,1,86,,"71,8","68,8",-,"72,2",,"229,9","124,1","245,6",,"2.939,9","1.965,8","3.085,2",10 70. el Besòs i el Maresme,2017-01-01
1382,14,2,1,11,,"76,6","81,5","73,0","76,0",,"282,4",-,"304,6",,"3.768,8",-,"4.135,7",10 71. Provençals del Poblenou,2017-01-01
1383,45,-,1,44,,"81,5",-,"81,0","81,5",,"333,2",-,"333,2",,"3.784,5",-,"3.784,5",10 72. Sant Martí de Provençals,2017-01-01
1384,92,6,-,86,,"69,4","57,8",-,"70,3",,"135,2","120,0","136,9",,"2.009,8","2.114,0","1.998,0",10 73. la Verneda i la Pau,2017-01-01
1385,14,0,0,14,,-,-,-,-,,-,-,-,,-,-,-,NC,2017-01-01
1386,,,,,,,,,,,,,,,,,,empty,2017-01-01
1387,3.914,313,13,3.588,,"80,8","84,3","77,3","80,5",,"352,1","342,9","353,2",,"3.900,8","3.974,6","3.891,4",Global,2017-01-01
1388,,,,,,,,,,,,,,,,,,empty,2017-01-01
1389,157,1,-,156,,"59,7",-,-,"59,7",,"224,8",-,"224,8",,"3.419,0",-,"3.419,0",1 1. el Raval,2017-01-01
1390,67,6,-,61,,"98,7","108,3",-,"97,7",,"388,8","363,5","391,5",,"4.240,2","3.494,0","4.318,7",1 2. el Barri Gòtic,2017-01-01
1391,55,9,-,46,,"41,9","50,3",-,"40,4",,"183,5","203,9","179,8",,"4.586,7","3.910,1","4.709,7",1 3. la Barceloneta,2017-01-01
1392,108,3,-,105,,"67,5","73,3",-,"67,2",,"295,9","416,7","291,2",,"4.604,4","5.644,5","4.563,9","1 4. Sant Pere, Santa Caterina i la Ribera",2017-01-01
1393,92,20,1,71,,"86,2","90,3","88,0","85,0",,"325,2","349,1","315,5",,"3.830,8","3.933,1","3.789,1",2 5. el Fort Pienc,2017-01-01
1394,17,-,-,17,,"73,6",-,-,"73,6",,"323,9",-,"323,9",,"4.531,0",-,"4.531,0",2 6. la Sagrada Família,2017-01-01
1395,126,9,2,115,,"104,0","88,6","87,5","105,5",,"633,7","352,3","658,7",,"5.500,5","3.226,7","5.702,6","2 7. la Dreta de l""Eixample",2017-01-01
1396,68,7,-,61,,"86,6","105,3",-,"84,5",,"395,2","647,5","361,6",,"4.420,3","5.181,8","4.318,7","2 8. l""Antiga Esquerra de l""Eixample",2017-01-01
1397,50,4,1,45,,"78,2","83,0","73,0","78,1",,"330,0","449,0","320,9",,"4.072,0","5.583,8","3.955,7","2 9. la Nova Esquerra de l""Eixample",2017-01-01
1398,67,-,-,67,,"78,3",-,-,"78,3",,"294,0",-,"294,0",,"3.379,8",-,"3.379,8",2 10. Sant Antoni,2017-01-01
1399,89,3,-,86,,"58,7","74,7",-,"58,0",,"230,1","309,3","216,1",,"3.774,5","4.140,9","3.709,8",3 11. el Poble Sec - AEI Parc Montjuïc,2017-01-01
1400,7,-,6,1,,"69,1",-,"70,0","64,0",,-,-,-,,-,-,-,3 12. la Marina del Prat Vermell - AEI Zona Franca,2017-01-01
1401,65,-,-,65,,"71,8",-,-,"71,8",,"115,7",-,"115,7",,"1.957,1",-,"1.957,1",3 13. la Marina de Port,2017-01-01
1402,21,-,-,21,,"73,0",-,-,"73,0",,"245,8",-,"245,8",,"3.343,6",-,"3.343,6",3 14. la Font de la Guatlla,2017-01-01
1403,43,-,-,43,,"74,7",-,-,"74,7",,"328,8",-,"328,8",,"3.666,2",-,"3.666,2",3 15. Hostafrancs,2017-01-01
1404,126,103,-,23,,"74,9","75,7",-,"70,8",,"301,8","306,3","188,0",,"4.007,3","4.055,0","2.790,1",3 16. la Bordeta,2017-01-01
1405,63,-,-,63,,"73,6",-,-,"73,6",,"261,4",-,"261,4",,"3.187,8",-,"3.187,8",3 17. Sants - Badal,2017-01-01
1406,75,2,-,73,,"70,4","66,0",-,"70,5",,"735,7",-,"796,0",,"9.763,4",-,"10.513,7",3 18. Sants,2017-01-01
1407,131,11,1,119,,"84,0","109,1",-,"82,0",,"428,0","807,2","376,3",,"4.652,4","7.113,1","4.316,8",4 19. les Corts,2017-01-01
1408,26,1,-,25,,"78,4","19,0",-,"81,4",,"349,5",-,"372,0",,"4.193,4",-,"4.086,6",4 20. la Maternitat i Sant Ramon,2017-01-01
1409,28,-,-,28,,"149,0",-,-,"149,0",,"807,5",-,"807,5",,"5.148,8",-,"5.148,8",4 21. Pedralbes,2017-01-01
1410,15,-,-,15,,"200,2",-,-,"200,2",,"325,5",-,"325,5",,"2.067,4",-,"2.067,4","5 22. Vallvidrera, el Tibidabo i les Planes",2017-01-01
1411,48,1,-,47,,"112,1","145,0",-,"111,3",,"830,8",-,"828,3",,"6.483,7",-,"6.486,6",5 23. Sarrià,2017-01-01
1412,22,2,-,20,,"147,6","125,0",-,"150,0",,"858,6",-,"875,6",,"6.248,8",-,"6.276,5",5 24. les Tres Torres,2017-01-01
1413,87,12,-,75,,"126,4","104,5",-,"129,4",,"646,7","494,4","668,5",,"5.105,8","4.411,3","5.205,0",5 25. Sant Gervasi - la Bonanova,2017-01-01
1414,109,16,-,93,,"122,5","153,9",-,"117,5",,"597,8","586,6","599,8",,"4.749,5","4.426,1","4.807,5",5 26. Sant Gervasi - Galvany,2017-01-01
1415,71,5,-,66,,"117,6","131,0",-,"116,7",,"622,1","485,9","631,6",,"5.278,4","3.721,7","5.387,6",5 27. el Putxet i el Farró,2017-01-01
1416,41,8,1,32,,"85,0","81,9","90,0","85,5",,"342,8","394,0","331,8",,"3.894,1","4.633,4","3.735,6",6 28. Vallcarca i els Penitents,2017-01-01
1417,15,2,-,13,,"65,3","68,5",-,"64,8",,"210,1",-,"215,3",,"3.348,0",-,"3.471,9",6 29. el Coll,2017-01-01
1418,43,-,-,43,,"93,7",-,-,"93,7",,"357,5",-,"357,5",,"4.083,4",-,"4.083,4",6 30. la Salut,2017-01-01
1419,122,4,-,118,,"82,8","81,0",-,"82,9",,"483,1","483,3","483,1",,"4.701,0","6.052,5","4.662,8",6 31. la Vila de Gràcia,2017-01-01
1420,73,-,-,73,,"87,8",-,-,"87,8",,"453,1",-,"453,1",,"4.331,7",-,"4.331,7","6 32. el Camp d""en Grassot i Gràcia Nova",2017-01-01
1421,102,-,-,102,,"72,0",-,-,"72,0",,"279,7",-,"279,7",,"3.624,1",-,"3.624,1",7 33. el Baix Guinardó,2017-01-01
1422,37,-,-,37,,"76,1",-,-,"76,1",,"170,6",-,"170,6",,"2.282,2",-,"2.282,2",7 34. Can Baró,2017-01-01
1423,106,-,-,106,,"66,1",-,-,"66,1",,"193,1",-,"193,1",,"2.864,5",-,"2.864,5",7 35. el Guinardó,2017-01-01
1424,28,2,-,26,,"91,0","66,0",-,"92,0",,"342,7",-,"345,2",,"3.735,1",-,"3.706,5","7 36. la Font d""en Fargues",2017-01-01
1425,91,16,-,75,,"68,9","59,4",-,"71,0",,"152,3","125,8","158,5",,"2.143,0","2.131,2","2.145,8",7 37. el Carmel,2017-01-01
1426,17,2,-,15,,"87,1","78,5",-,"88,5",,"156,6",-,"145,9",,"2.249,4",-,"2.168,1",7 38. la Teixonera,2017-01-01
1427,8,2,-,6,,"64,7","65,0",-,"64,5",,"167,4",-,"156,8",,"2.550,9",-,"2.363,5",7 39. Sant Genís dels Agudells,2017-01-01
1428,11,3,-,8,,"62,6","76,3",-,"57,5",,"114,6","131,2","108,4",,"1.871,3","1.838,0","1.883,7",7 40. Montbau,2017-01-01
1429,10,2,-,8,,"56,3","53,5",-,"57,0",,"207,2",-,"212,8",,"3.779,2",-,"3.839,5","7 41. la Vall d""Hebron",2017-01-01
1430,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,-,7 42. la Clota,2017-01-01
1431,65,10,-,55,,"77,5","64,1",-,"79,8",,"208,2","158,7","218,5",,"2.666,1","2.490,2","2.702,9",7 43. Horta,2017-01-01
1432,27,1,-,26,,"86,0","58,0",-,"87,2",,"195,3",-,"193,7",,"2.701,5",-,"2.647,5",8 44. Vilapicina i la Torre Llobeta,2017-01-01
1433,37,-,-,37,,"67,0",-,-,"67,0",,"176,0",-,"176,0",,"2.731,2",-,"2.731,2",8 45. Porta,2017-01-01
1434,25,3,-,22,,"62,3","56,0",-,"63,3",,"125,8","100,0","164,5",,"2.220,3","1.785,7","2.872,1",8 46. el Turó de la Peira,2017-01-01
1435,6,-,-,6,,"64,5",-,-,"64,5",,-,-,-,,-,-,-,8 47. Can Peguera,2017-01-01
1436,22,1,-,21,,"73,7","87,0",-,"72,9",,"175,5",-,"166,9",,"2.184,6",-,"2.109,2",8 48. la Guineueta,2017-01-01
1437,8,-,-,8,,"75,3",-,-,"75,3",,"149,4",-,"149,4",,"1.885,3",-,"1.885,3",8 49. Canyelles,2017-01-01
1438,36,-,-,36,,"61,2",-,-,"61,2",,"78,2",-,"78,2",,"1.530,7",-,"1.530,7",8 50. les Roquetes,2017-01-01
1439,26,-,-,26,,"54,0",-,-,"54,0",,"115,9",-,"115,9",,"2.210,5",-,"2.210,5",8 51. Verdun,2017-01-01
1440,40,-,-,40,,"57,5",-,-,"57,5",,"143,2",-,"143,2",,"2.160,6",-,"2.160,6",8 52. la Prosperitat,2017-01-01
1441,27,-,-,27,,"58,1",-,-,"58,1",,"67,1",-,"67,1",,"1.320,5",-,"1.320,5",8 53. la Trinitat Nova,2017-01-01
1442,4,-,-,4,,"69,8",-,-,"69,8",,"85,0",-,"85,0",,"1.307,7",-,"1.307,7",8 54. Torre Baró,2017-01-01
1443,24,-,-,24,,"62,9",-,-,"62,9",,"98,6",-,"98,6",,"1.432,5",-,"1.432,5",8 55. Ciutat Meridiana,2017-01-01
1444,1,-,-,1,,"77,0",-,-,"77,0",,-,-,-,,-,-,-,8 56. Vallbona,2017-01-01
1445,50,-,-,50,,"70,2",-,-,"70,2",,"154,4",-,"154,4",,"2.181,1",-,"2.181,1",9 57. la Trinitat Vella,2017-01-01
1446,2,-,-,2,,"61,5",-,-,"61,5",,-,-,-,,-,-,-,9 58. Baró de Viver,2017-01-01
1447,32,-,-,32,,"69,8",-,-,"69,8",,"137,0",-,"137,0",,"1.906,3",-,"1.906,3",9 59. el Bon Pastor,2017-01-01
1448,121,1,-,120,,"73,5","55,0",-,"73,6",,"212,4",-,"213,1",,"2.903,0",-,"2.907,4",9 60. Sant Andreu,2017-01-01
1449,82,-,-,82,,"65,9",-,-,"65,9",,"199,7",-,"199,7",,"3.097,5",-,"3.097,5",9 61. la Sagrera,2017-01-01
1450,36,2,-,34,,"70,2","73,5",-,"70,0",,"197,5",-,"192,8",,"2.783,2",-,"2.740,3",9 62. el Congrés i els Indians,2017-01-01
1451,60,3,-,57,,"83,7","79,0",-,"83,9",,"384,8","351,3","387,5",,"4.291,9","4.806,8","4.251,3",9 63. Navas,2017-01-01
1452,160,12,-,148,,"81,0","89,9",-,"80,2",,"384,6","436,2","379,0",,"4.336,7","4.930,8","4.273,1","10 64. el Camp de l""Arpa del Clot",2017-01-01
1453,115,6,-,109,,"90,5","93,3",-,"90,4",,"329,4","430,8","321,7",,"3.592,3","4.640,1","3.513,7",10 65. el Clot,2017-01-01
1454,18,-,-,18,,"76,1",-,-,"76,1",,"283,2",-,"283,2",,"3.585,3",-,"3.585,3",10 66. el Parc i la Llacuna del Poblenou,2017-01-01
1455,5,-,-,5,,"115,2",-,-,"115,2",,"532,8",-,"532,8",,"4.561,9",-,"4.561,9",10 67. la Vila Olímpica del Poblenou,2017-01-01
1456,47,3,-,44,,"83,0","68,5",-,"83,8",,"342,2","267,0","346,5",,"4.143,8","3.900,3","4.157,7",10 68. el Poblenou,2017-01-01
1457,18,-,-,18,,"87,9",-,-,"87,9",,"575,0",-,"575,0",,"6.093,7",-,"6.093,7",10 69. Diagonal Mar i el Front Marítim del Poblenou,2017-01-01
1458,104,8,1,95,,"66,2","69,4","82,0","65,7",,"185,1","176,5","185,9",,"2.640,6","2.532,7","2.651,0",10 70. el Besòs i el Maresme,2017-01-01
1459,9,1,-,8,,"73,1","62,0",-,"74,5",,"446,4",-,"478,1",,"5.995,5",-,"6.356,9",10 71. Provençals del Poblenou,2017-01-01
1460,38,-,-,38,,"76,3",-,-,"76,3",,"240,1",-,"240,1",,"2.924,3",-,"2.924,3",10 72. Sant Martí de Provençals,2017-01-01
1461,92,5,-,87,,"71,2","58,4",-,"72,0",,"141,8","134,2","142,7",,"2.144,6","2.273,8","2.128,4",10 73. la Verneda i la Pau,2017-01-01
1462,40,1,0,39,,-,-,-,-,,-,-,-,,-,-,-,NC,2017-01-01
1463,,,,,,,,,,,,,,,,,,empty,2017-01-01
1464,3.182,183,47,2.952,,"78,5","85,0","65,8","78,3",,"342,6","343,6","342,5",,"4.003,8","3.924,3","4.010,8",Global,2017-01-01
1465,,,,,,,,,,,,,,,,,,empty,2017-01-01
1466,202,-,-,202,,"63,6",-,-,"63,6",,"377,5",-,"377,5",,"5.179,9",-,"5.179,9",1 1. el Raval,2017-01-01
1467,59,9,-,50,,"93,2","129,1",-,"85,4",,"401,2","630,7","351,6",,"4.512,2","5.773,8","4.239,4",1 2. el Barri Gòtic,2017-01-01
1468,38,4,-,34,,"40,4","36,5",-,"40,6",,"180,9","180,5","181,0",,"4.440,1","4.722,0","4.419,2",1 3. la Barceloneta,2017-01-01
1469,71,1,-,70,,"72,4","58,0",-,"72,6",,"372,3",-,"372,9",,"4.791,9",-,"4.774,4","1 4. Sant Pere, Santa Caterina i la Ribera",2017-01-01
1470,60,4,-,56,,"79,0","111,7",-,"77,1",,"382,5","771,7","351,0",,"4.516,7","5.873,3","4.406,7",2 5. el Fort Pienc,2017-01-01
1471,18,-,-,18,,"68,5",-,-,"68,5",,"252,5",-,"252,5",,"3.833,7",-,"3.833,7",2 6. la Sagrada Família,2017-01-01
1472,104,5,2,97,,"98,6","102,5","64,5","99,3",,"473,8","278,1","486,0",,"4.717,9","3.119,8","4.817,7","2 7. la Dreta de l""Eixample",2017-01-01
1473,67,2,-,65,,"83,4","87,0",-,"83,4",,"391,0",-,"390,3",,"4.647,9",-,"4.642,1","2 8. l""Antiga Esquerra de l""Eixample",2017-01-01
1474,43,3,-,40,,"81,4","56,7",-,"83,9",,"279,5","198,3","290,6",,"3.645,7","3.514,5","3.663,6","2 9. la Nova Esquerra de l""Eixample",2017-01-01
1475,47,-,-,47,,"71,3",-,-,"71,3",,"287,4",-,"287,4",,"3.837,3",-,"3.837,3",2 10. Sant Antoni,2017-01-01
1476,92,1,-,91,,"63,5","75,0",-,"63,3",,"177,3",-,"161,9",,"2.655,2",-,"2.487,1",3 11. el Poble Sec - AEI Parc Montjuïc,2017-01-01
1477,6,-,4,2,,"68,0",-,"70,0","64,0",,-,-,-,,-,-,-,3 12. la Marina del Prat Vermell - AEI Zona Franca,2017-01-01
1478,54,-,-,54,,"74,6",-,-,"74,6",,"197,0",-,"197,0",,"3.081,0",-,"3.081,0",3 13. la Marina de Port,2017-01-01
1479,13,-,-,13,,"77,9",-,-,"77,9",,"309,1",-,"309,1",,"4.068,1",-,"4.068,1",3 14. la Font de la Guatlla,2017-01-01
1480,26,2,-,24,,"75,7","77,0",-,"75,7",,"215,7",-,"211,2",,"3.001,1",-,"2.953,8",3 15. Hostafrancs,2017-01-01
1481,43,19,-,24,,"72,9","78,6",-,"68,1",,"254,0","260,2","235,5",,"3.360,7","3.335,2","3.437,2",3 16. la Bordeta,2017-01-01
1482,39,1,-,38,,"84,1",-,-,"84,1",,"335,3",-,"335,3",,"3.018,9",-,"3.018,9",3 17. Sants - Badal,2017-01-01
1483,83,2,-,81,,"71,9","74,5",-,"71,8",,"262,3",-,"263,2",,"3.600,0",-,"3.606,0",3 18. Sants,2017-01-01
1484,133,4,34,95,,"72,7","100,0","63,7","75,7",,"367,4","402,7","364,8",,"4.609,4","3.854,8","4.664,6",4 19. les Corts,2017-01-01
1485,30,-,-,30,,"86,4",-,-,"86,4",,"368,1",-,"368,1",,"3.895,8",-,"3.895,8",4 20. la Maternitat i Sant Ramon,2017-01-01
1486,27,-,-,27,,"150,1",-,-,"150,1",,"821,0",-,"821,0",,"5.360,8",-,"5.360,8",4 21. Pedralbes,2017-01-01
1487,9,-,-,9,,"109,6",-,-,"109,6",,"321,6",-,"321,6",,"2.838,1",-,"2.838,1","5 22. Vallvidrera, el Tibidabo i les Planes",2017-01-01
1488,39,-,-,39,,"109,1",-,-,"109,1",,"629,5",-,"629,5",,"5.656,5",-,"5.656,5",5 23. Sarrià,2017-01-01
1489,17,2,-,15,,"144,5","126,0",-,"145,9",,"736,2",-,"757,7",,"5.150,7",-,"5.263,1",5 24. les Tres Torres,2017-01-01
1490,45,7,-,38,,"120,3","106,3",-,"123,0",,"702,3","427,5","757,3",,"5.782,7","3.933,7","6.152,4",5 25. Sant Gervasi - la Bonanova,2017-01-01
1491,53,8,1,44,,"128,7","129,3","89,0","129,7",,"713,3","676,3","722,0",,"5.493,1","5.600,2","5.467,9",5 26. Sant Gervasi - Galvany,2017-01-01
1492,81,8,1,72,,"97,6","115,0","73,0","96,4",,"529,6","638,7","518,5",,"5.430,7","5.568,0","5.416,8",5 27. el Putxet i el Farró,2017-01-01
1493,33,12,1,20,,"91,5","87,3","70,0","95,3",,"378,5","311,6","416,2",,"3.932,4","3.550,8","4.147,1",6 28. Vallcarca i els Penitents,2017-01-01
1494,9,-,-,9,,"84,8",-,-,"84,8",,"237,9",-,"237,9",,"2.564,9",-,"2.564,9",6 29. el Coll,2017-01-01
1495,34,-,-,34,,"79,7",-,-,"79,7",,"317,9",-,"317,9",,"4.111,8",-,"4.111,8",6 30. la Salut,2017-01-01
1496,79,2,-,77,,"91,4","210,5",-,"88,0",,"451,8",-,"431,4",,"4.766,8",-,"4.761,5",6 31. la Vila de Gràcia,2017-01-01
1497,58,-,-,58,,"85,6",-,-,"85,6",,"375,3",-,"375,3",,"4.267,5",-,"4.267,5","6 32. el Camp d""en Grassot i Gràcia Nova",2017-01-01
1498,88,-,-,88,,"70,5",-,-,"70,5",,"269,1",-,"269,1",,"3.765,8",-,"3.765,8",7 33. el Baix Guinardó,2017-01-01
1499,27,-,-,27,,"93,6",-,-,"93,6",,"276,3",-,"276,3",,"2.846,1",-,"2.846,1",7 34. Can Baró,2017-01-01
1500,86,1,-,85,,"70,8","86,0",-,"70,6",,"212,6",-,"211,2",,"2.974,3",-,"2.968,2",7 35. el Guinardó,2017-01-01
1501,15,-,-,15,,"85,6",-,-,"85,6",,"296,0",-,"296,0",,"3.432,5",-,"3.432,5","7 36. la Font d""en Fargues",2017-01-01
1502,65,13,1,51,,"67,0","59,2",-,"69,3",,"159,4","142,8","165,0",,"2.361,2","2.441,8","2.334,3",7 37. el Carmel,2017-01-01
1503,19,10,-,9,,"62,1","61,8",-,"62,5",,"165,9","156,4","176,7",,"2.632,1","2.597,5","2.671,6",7 38. la Teixonera,2017-01-01
1504,8,2,-,6,,"69,0","58,0",-,"71,2",,"137,2",-,"145,1",,"1.901,6",-,"1.944,0",7 39. Sant Genís dels Agudells,2017-01-01
1505,8,2,1,5,,"79,2","64,0",-,"86,8",,"183,1",-,"215,1",,"2.394,9",-,"2.608,6",7 40. Montbau,2017-01-01
1506,4,2,-,2,,"69,5","53,5",-,"85,5",,-,-,-,,-,-,-,"7 41. la Vall d""Hebron",2017-01-01
1507,1,-,-,1,,"63,0",-,-,"63,0",,-,-,-,,-,-,-,7 42. la Clota,2017-01-01
1508,41,4,-,37,,"68,2","58,0",-,"69,4",,"182,0","140,9","188,8",,"2.663,9","2.380,5","2.711,1",7 43. Horta,2017-01-01
1509,18,-,-,18,,"72,0",-,-,"72,0",,"205,6",-,"205,6",,"2.831,6",-,"2.831,6",8 44. Vilapicina i la Torre Llobeta,2017-01-01
1510,36,-,-,36,,"62,9",-,-,"62,9",,"159,6",-,"159,6",,"2.398,3",-,"2.398,3",8 45. Porta,2017-01-01
1511,24,-,-,24,,"64,8",-,-,"64,8",,"131,3",-,"131,3",,"1.765,7",-,"1.765,7",8 46. el Turó de la Peira,2017-01-01
1512,2,-,-,2,,"66,0",-,-,"66,0",,-,-,-,,-,-,-,8 47. Can Peguera,2017-01-01
1513,15,-,-,15,,"67,8",-,-,"67,8",,"159,2",-,"159,2",,"2.261,7",-,"2.261,7",8 48. la Guineueta,2017-01-01
1514,8,-,-,8,,"69,0",-,-,"69,0",,"15,9",-,"15,9",,"217,2",-,"217,2",8 49. Canyelles,2017-01-01
1515,43,-,-,43,,"57,3",-,-,"57,3",,"110,1",-,"110,1",,"1.963,7",-,"1.963,7",8 50. les Roquetes,2017-01-01
1516,29,-,-,29,,"59,1",-,-,"59,1",,"117,0",-,"117,0",,"2.135,8",-,"2.135,8",8 51. Verdun,2017-01-01
1517,20,-,-,20,,"60,9",-,-,"60,9",,"123,3",-,"123,3",,"1.850,3",-,"1.850,3",8 52. la Prosperitat,2017-01-01
1518,16,-,-,16,,"54,2",-,-,"54,2",,"85,9",-,"85,9",,"1.575,0",-,"1.575,0",8 53. la Trinitat Nova,2017-01-01
1519,3,-,-,3,,"75,5",-,-,"75,5",,"109,0",-,"109,0",,"1.453,3",-,"1.453,3",8 54. Torre Baró,2017-01-01
1520,21,-,-,21,,"57,8",-,-,"57,8",,"68,6",-,"68,6",,"1.102,9",-,"1.102,9",8 55. Ciutat Meridiana,2017-01-01
1521,4,-,-,4,,"75,0",-,-,"75,0",,"184,0",-,"184,0",,"2.404,9",-,"2.404,9",8 56. Vallbona,2017-01-01
1522,45,-,-,45,,"65,7",-,-,"65,7",,"139,6",-,"139,6",,"2.144,7",-,"2.144,7",9 57. la Trinitat Vella,2017-01-01
1523,4,-,-,4,,"92,0",-,-,"92,0",,"260,0",-,"260,0",,"2.826,1",-,"2.826,1",9 58. Baró de Viver,2017-01-01
1524,26,1,-,25,,"75,2","81,0",-,"74,9",,"181,1",-,"179,5",,"2.242,9",-,"2.223,3",9 59. el Bon Pastor,2017-01-01
1525,81,-,-,81,,"71,2",-,-,"71,2",,"215,1",-,"215,1",,"2.980,0",-,"2.980,0",9 60. Sant Andreu,2017-01-01
1526,85,-,-,85,,"69,3",-,-,"69,3",,"275,1",-,"275,1",,"3.905,2",-,"3.905,2",9 61. la Sagrera,2017-01-01
1527,30,1,-,29,,"75,8","64,0",-,"76,3",,"236,8",-,"226,0",,"3.129,4",-,"2.927,5",9 62. el Congrés i els Indians,2017-01-01
1528,59,3,-,56,,"84,5","52,7",-,"86,6",,"381,1","254,0","390,4",,"4.310,8","4.842,3","4.272,0",9 63. Navas,2017-01-01
1529,118,11,-,107,,"76,5","85,0",-,"75,5",,"307,7","400,7","295,4",,"3.867,6","4.723,1","3.754,2","10 64. el Camp de l""Arpa del Clot",2017-01-01
1530,137,12,1,124,,"80,6","89,2","84,0","79,6",,"329,7","324,5","330,3",,"4.234,2","4.092,8","4.251,3",10 65. el Clot,2017-01-01
1531,20,1,-,19,,"66,4","94,0",-,"64,9",,"308,3",-,"294,5",,"4.519,7",-,"4.450,6",10 66. el Parc i la Llacuna del Poblenou,2017-01-01
1532,8,-,-,8,,"122,0",-,-,"122,0",,"712,6",-,"712,6",,"5.995,2",-,"5.995,2",10 67. la Vila Olímpica del Poblenou,2017-01-01
1533,34,4,-,30,,"77,5","74,7",-,"77,8",,"376,6","368,8","377,5",,"4.920,2","4.930,2","4.919,0",10 68. el Poblenou,2017-01-01
1534,20,1,-,19,,"93,6",-,-,"93,6",,"683,2",-,"683,2",,"7.219,3",-,"7.219,3",10 69. Diagonal Mar i el Front Marítim del Poblenou,2017-01-01
1535,76,7,-,69,,"72,5","63,6",-,"73,6",,"261,7","229,6","265,6",,"3.367,1","3.825,8","3.310,7",10 70. el Besòs i el Maresme,2017-01-01
1536,7,3,1,3,,"73,0","66,7","70,0","80,3",,"302,4","220,7","425,0",,"3.965,3","3.408,9","4.799,8",10 71. Provençals del Poblenou,2017-01-01
1537,39,4,-,35,,"71,8","60,0",-,"72,5",,"281,3","194,8","292,1",,"3.682,9","3.063,3","3.760,4",10 72. Sant Martí de Provençals,2017-01-01
1538,58,4,-,54,,"68,6","56,3",-,"69,7",,"150,9","158,8","149,8",,"2.277,1","2.930,2","2.183,8",10 73. la Verneda i la Pau,2017-01-01
1539,22,1,0,21,,-,-,-,-,,-,-,-,,-,-,-,NC,2017-01-01
1540,,,,,,,,,,,,,,,,,,empty,2017-01-01
1541,15.676,1.082,83,14.511,,"80,8","92,6","70,5","80,0",,"334,2","377,7","329,6",,"3.745,9","4.048,3","3.714,2",Global,2017-01-01
1542,,,,,,,,,,,,,,,,,,empty,2017-01-01
1543,712,3,-,709,,"62,1","80,5",-,"62,0",,"240,3","292,5","240,0",,"3.469,9","3.633,1","3.468,9",1 1. el Raval,2017-01-01
1544,304,39,-,265,,"99,3","121,9",-,"96,0",,"472,7","799,5","424,0",,"4.565,8","5.397,4","4.441,9",1 2. el Barri Gòtic,2017-01-01
1545,209,19,-,190,,"44,7","46,6",-,"44,5",,"197,7","192,8","198,2",,"4.501,1","3.967,5","4.551,3",1 3. la Barceloneta,2017-01-01
1546,395,24,-,371,,"68,1","62,6",-,"68,4",,"314,3","375,8","310,4",,"4.593,7","5.973,2","4.506,9","1 4. Sant Pere, Santa Caterina i la Ribera",2017-01-01
1547,324,33,1,290,,"86,8","99,1","88,0","85,3",,"400,4","507,5","383,2",,"4.296,6","4.787,3","4.217,6",2 5. el Fort Pienc,2017-01-01
