,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,bario,year
587,12,-,-,12,,"69,3",-,-,"69,3",,"100,7",-,"100,7",,"1.274,6",-,"1.274,6",8 46. el Turó de la Peira,2015-01-01
588,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,-,8 47. Can Peguera,2015-01-01
589,16,-,-,16,,"73,9",-,-,"73,9",,"149,3",-,"149,3",,"1.880,6",-,"1.880,6",8 48. la Guineueta,2015-01-01
590,11,-,-,11,,"69,3",-,-,"69,3",,"121,4",-,"121,4",,"1.689,2",-,"1.689,2",8 49. Canyelles,2015-01-01
591,31,-,-,31,,"55,9",-,-,"55,9",,"58,7",-,"58,7",,"972,1",-,"972,1",8 50. les Roquetes,2015-01-01
592,17,-,-,17,,"68,2",-,-,"68,2",,"71,2",-,"71,2",,"1.041,6",-,"1.041,6",8 51. Verdun,2015-01-01
593,21,-,-,21,,"53,4",-,-,"53,4",,"81,5",-,"81,5",,"1.710,6",-,"1.710,6",8 52. la Prosperitat,2015-01-01
594,9,-,-,9,,"51,9",-,-,"51,9",,"53,0",-,"53,0",,"1.081,6",-,"1.081,6",8 53. la Trinitat Nova,2015-01-01
595,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,-,8 54. Torre Baró,2015-01-01
596,22,-,-,22,,"59,0",-,-,"59,0",,"60,4",-,"60,4",,"1.041,3",-,"1.041,3",8 55. Ciutat Meridiana,2015-01-01
597,2,-,-,2,,"74,0",-,-,"74,0",,-,-,-,,-,-,-,8 56. Vallbona,2015-01-01
598,41,-,-,41,,"71,3",-,-,"71,3",,"118,8",-,"118,8",,"1.596,4",-,"1.596,4",9 57. la Trinitat Vella,2015-01-01
599,1,-,-,1,,"91,0",-,-,"91,0",,-,-,-,,-,-,-,9 58. Baró de Viver,2015-01-01
600,13,-,-,13,,"73,5",-,-,"73,5",,"135,8",-,"135,8",,"1.659,7",-,"1.659,7",9 59. el Bon Pastor,2015-01-01
601,123,-,-,123,,"73,2",-,-,"73,2",,"166,9",-,"166,9",,"2.244,7",-,"2.244,7",9 60. Sant Andreu,2015-01-01
602,70,-,-,70,,"79,6",-,-,"79,6",,"191,1",-,"191,1",,"2.080,2",-,"2.080,2",9 61. la Sagrera,2015-01-01
603,34,1,-,33,,"67,7","42,0",-,"68,5",,"164,2",-,"168,1",,"2.435,6",-,"2.475,8",9 62. el Congrés i els Indians,2015-01-01
604,47,2,-,45,,"85,6","52,5",-,"87,6",,"252,0",-,"265,1",,"2.546,2",-,"2.623,5",9 63. Navas,2015-01-01
605,116,-,-,116,,"78,8",-,-,"78,8",,"207,2",-,"207,2",,"2.575,0",-,"2.575,0","10 64. el Camp de l""Arpa del Clot",2015-01-01
606,117,4,1,112,,"89,2","83,5","61,0","89,7",,"386,2","298,2","390,9",,"3.169,9","3.496,4","3.152,5",10 65. el Clot,2015-01-01
607,13,-,3,10,,"81,4",-,"100,7","75,6",,"216,0",-,"216,0",,"2.935,0",-,"2.935,0",10 66. el Parc i la Llacuna del Poblenou,2015-01-01
608,3,-,-,3,,"106,3",-,-,"106,3",,"461,0",-,"461,0",,"4.111,6",-,"4.111,6",10 67. la Vila Olímpica del Poblenou,2015-01-01
609,25,5,-,20,,"89,1","60,0",-,"96,7",,"209,6","226,7","204,5",,"2.791,2","3.524,2","2.575,7",10 68. el Poblenou,2015-01-01
610,25,-,-,25,,"97,4",-,-,"97,4",,"578,9",-,"578,9",,"5.703,1",-,"5.703,1",10 69. Diagonal Mar i el Front Marítim del Poblenou,2015-01-01
611,78,8,3,67,,"65,2","78,6","86,5","62,9",,"131,4","105,4","134,9",,"1.846,4","1.372,6","1.909,6",10 70. el Besòs i el Maresme,2015-01-01
612,5,1,1,3,,"72,0","73,0","78,0","69,7",,"402,3",-,"542,5",,"5.684,9",-,"7.691,7",10 71. Provençals del Poblenou,2015-01-01
613,22,-,-,22,,"72,3",-,-,"72,3",,"185,0",-,"185,0",,"2.267,7",-,"2.267,7",10 72. Sant Martí de Provençals,2015-01-01
614,213,165,1,47,,"81,8","84,4","83,0","71,6",,"214,7","230,1","113,1",,"2.414,9","2.546,2","1.548,0",10 73. la Verneda i la Pau,2015-01-01
615,53,4,0,49,,-,-,-,-,,-,-,-,,-,-,-,NC,2015-01-01
616,,,,,,,,,,,,,,,,,,empty,2015-04-01
617,2.972,197,19,2.756,,"81,2","83,7","85,5","81,0",,"273,2","262,8","274,2",,"2.960,0","3.031,6","2.953,2",Global,2015-04-01
618,,,,,,,,,,,,,,,,,,empty,2015-04-01
619,103,-,-,103,,"62,2",-,-,"62,2",,"170,4",-,"170,4",,"2.359,9",-,"2.359,9",1 1. el Raval,2015-04-01
620,38,6,-,32,,"134,9","125,0",-,"135,6",,"700,2","305,7","725,6",,"3.672,6","2.389,3","3.755,3",1 2. el Barri Gòtic,2015-04-01
621,40,14,-,26,,"43,3","37,0",-,"47,1",,"165,8","126,0","190,1",,"3.980,7","3.525,8","4.257,6",1 3. la Barceloneta,2015-04-01
622,75,2,-,73,,"68,6","73,0",-,"68,6",,"255,8",-,"257,2",,"3.583,0",-,"3.602,6","1 4. Sant Pere, Santa Caterina i la Ribera",2015-04-01
623,42,6,-,36,,"93,3","86,0",-,"94,5",,"558,6","543,8","562,1",,"4.359,1","6.601,6","3.825,1",2 5. el Fort Pienc,2015-04-01
624,9,-,-,9,,"86,6",-,-,"86,6",,"262,3",-,"262,3",,"2.809,1",-,"2.809,1",2 6. la Sagrada Família,2015-04-01
625,101,8,2,91,,"105,4","78,0","79,5","108,3",,"347,9","170,0","364,7",,"3.122,3","2.194,4","3.210,0","2 7. la Dreta de l""Eixample",2015-04-01
626,80,2,2,76,,"91,6","92,0","96,5","91,5",,"309,2",-,"306,4",,"3.438,6",-,"3.406,7","2 8. l""Antiga Esquerra de l""Eixample",2015-04-01
627,47,4,-,43,,"82,2","95,8",-,"80,7",,"272,5","559,0","228,4",,"3.182,5","5.921,3","2.761,2","2 9. la Nova Esquerra de l""Eixample",2015-04-01
628,47,2,-,45,,"74,9","73,0",-,"75,0",,"224,9",-,"229,3",,"3.809,6",-,"3.958,3",2 10. Sant Antoni,2015-04-01
629,98,-,-,98,,"60,8",-,-,"60,8",,"128,3",-,"128,3",,"2.233,4",-,"2.233,4",3 11. el Poble Sec - AEI Parc Montjuïc,2015-04-01
630,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,-,3 12. la Marina del Prat Vermell - AEI Zona Franca,2015-04-01
631,45,-,-,45,,"77,0",-,-,"77,0",,"152,5",-,"152,5",,"2.258,4",-,"2.258,4",3 13. la Marina de Port,2015-04-01
632,14,-,-,14,,"66,9",-,-,"66,9",,"160,0",-,"160,0",,"2.391,4",-,"2.391,4",3 14. la Font de la Guatlla,2015-04-01
633,20,-,-,20,,"52,9",-,-,"52,9",,"107,0",-,"107,0",,"2.167,8",-,"2.167,8",3 15. Hostafrancs,2015-04-01
634,27,6,-,21,,"73,6","101,8",-,"62,3",,"258,9","258,9",-,,"2.586,9","2.586,9",-,3 16. la Bordeta,2015-04-01
635,46,14,-,32,,"57,0","47,1",-,"61,9",,"94,9","84,7","123,4",,"1.827,5","1.800,2","1.903,9",3 17. Sants - Badal,2015-04-01
636,73,1,-,72,,"68,8","51,0",-,"69,1",,"187,1",-,"193,8",,"2.711,3",-,"2.782,7",3 18. Sants,2015-04-01
637,105,5,-,100,,"80,0","79,4",-,"80,0",,"269,3","333,6","263,7",,"3.168,7","3.781,4","3.114,9",4 19. les Corts,2015-04-01
638,43,7,-,36,,"83,8","85,7",-,"83,5",,"344,2","339,3","345,8",,"3.856,8","3.975,8","3.819,3",4 20. la Maternitat i Sant Ramon,2015-04-01
639,17,1,-,16,,"137,5","173,0",-,"134,3",,"639,6",-,"624,1",,"4.692,7",-,"4.693,6",4 21. Pedralbes,2015-04-01
640,5,-,-,5,,"208,0",-,-,"208,0",,"597,5",-,"597,5",,"2.888,3",-,"2.888,3","5 22. Vallvidrera, el Tibidabo i les Planes",2015-04-01
641,91,-,-,91,,"107,0",-,-,"107,0",,"549,2",-,"549,2",,"4.705,7",-,"4.705,7",5 23. Sarrià,2015-04-01
642,18,1,-,17,,"130,1",-,-,"130,1",,"740,5",-,"740,5",,"5.832,0",-,"5.832,0",5 24. les Tres Torres,2015-04-01
643,66,17,-,49,,"123,4","119,4",-,"124,9",,"462,9","423,4","477,8",,"3.731,2","3.475,7","3.827,8",5 25. Sant Gervasi - la Bonanova,2015-04-01
644,75,16,-,59,,"132,3","125,6",-,"133,7",,"572,8","523,0","583,8",,"4.242,3","4.318,3","4.225,6",5 26. Sant Gervasi - Galvany,2015-04-01
645,102,9,-,93,,"114,5","109,0",-,"115,0",,"354,8","291,3","361,2",,"2.981,0","2.663,8","3.013,1",5 27. el Putxet i el Farró,2015-04-01
646,19,2,1,16,,"72,0","40,0","68,0","76,5",,"228,8",-,"243,0",,"3.113,4",-,"3.103,9",6 28. Vallcarca i els Penitents,2015-04-01
647,7,4,-,3,,"74,3","70,0",-,"83,0",,"150,4","169,4","112,5",,"2.130,8","2.533,1","1.326,3",6 29. el Coll,2015-04-01
648,36,-,-,36,,"79,3",-,-,"79,3",,"222,0",-,"222,0",,"2.838,4",-,"2.838,4",6 30. la Salut,2015-04-01
649,81,4,-,77,,"82,8","68,0",-,"83,4",,"331,3","171,0","338,3",,"3.449,3","2.482,5","3.491,4",6 31. la Vila de Gràcia,2015-04-01
650,78,-,-,78,,"81,2",-,-,"81,2",,"250,5",-,"250,5",,"2.967,8",-,"2.967,8","6 32. el Camp d""en Grassot i Gràcia Nova",2015-04-01
651,64,2,-,62,,"70,7","81,5",-,"70,3",,"202,5",-,"192,6",,"2.771,9",-,"2.654,7",7 33. el Baix Guinardó,2015-04-01
652,15,-,-,15,,"61,3",-,-,"61,3",,"140,0",-,"140,0",,"2.359,1",-,"2.359,1",7 34. Can Baró,2015-04-01
653,85,2,-,83,,"76,3","112,0",-,"75,4",,"159,7",-,"153,1",,"1.966,7",-,"1.926,1",7 35. el Guinardó,2015-04-01
654,11,2,-,9,,"83,4","51,5",-,"90,4",,"281,6",-,"313,8",,"2.941,7",-,"3.045,1","7 36. la Font d""en Fargues",2015-04-01
655,42,10,1,31,,"72,8","93,4","70,0","65,0",,"122,7","148,2","112,5",,"1.668,6","1.767,6","1.628,9",7 37. el Carmel,2015-04-01
656,11,6,-,5,,"61,6","51,6",-,"71,6",,"91,6","60,4","122,8",,"1.499,1","1.199,5","1.798,8",7 38. la Teixonera,2015-04-01
657,3,1,-,2,,"66,0","55,0",-,"71,5",,"115,0",-,-,,"1.760,7",-,-,7 39. Sant Genís dels Agudells,2015-04-01
658,5,2,-,3,,"56,6","62,0",-,"53,0",,"91,3",-,"80,0",,"1.590,7",-,"1.514,1",7 40. Montbau,2015-04-01
659,2,2,-,-,,"49,0","49,0",-,-,,-,-,-,,-,-,-,"7 41. la Vall d""Hebron",2015-04-01
660,3,-,-,3,,"62,5",-,-,"62,5",,"65,0",-,"65,0",,"1.142,9",-,"1.142,9",7 42. la Clota,2015-04-01
661,44,5,-,39,,"68,1","60,6",-,"69,1",,"134,2","83,1","142,4",,"1.998,6","1.406,7","2.094,1",7 43. Horta,2015-04-01
662,17,-,-,17,,"64,4",-,-,"64,4",,"142,1",-,"142,1",,"2.320,5",-,"2.320,5",8 44. Vilapicina i la Torre Llobeta,2015-04-01
663,44,-,-,44,,"72,1",-,-,"72,1",,"146,3",-,"146,3",,"1.914,5",-,"1.914,5",8 45. Porta,2015-04-01
664,12,-,-,12,,"65,6",-,-,"65,6",,"107,8",-,"107,8",,"1.547,7",-,"1.547,7",8 46. el Turó de la Peira,2015-04-01
665,-,,,,,,,,,,-,-,-,,,,,8 47. Can Peguera,2015-04-01
666,17,-,-,17,,"73,3",-,-,"73,3",,"160,3",-,"160,3",,"2.102,9",-,"2.102,9",8 48. la Guineueta,2015-04-01
667,8,-,-,8,,"74,5",-,-,"74,5",,"142,5",-,"142,5",,"2.098,1",-,"2.098,1",8 49. Canyelles,2015-04-01
668,22,-,-,22,,"54,9",-,-,"54,9",,"58,3",-,"58,3",,"1.354,1",-,"1.354,1",8 50. les Roquetes,2015-04-01
669,22,-,-,22,,"59,6",-,-,"59,6",,"110,6",-,"110,6",,"1.733,4",-,"1.733,4",8 51. Verdun,2015-04-01
670,23,-,-,23,,"59,1",-,-,"59,1",,"110,9",-,"110,9",,"1.922,2",-,"1.922,2",8 52. la Prosperitat,2015-04-01
671,25,-,-,25,,"51,8",-,-,"51,8",,"66,6",-,"66,6",,"1.260,9",-,"1.260,9",8 53. la Trinitat Nova,2015-04-01
672,-,,,,,,,,,,-,-,-,,,,,8 54. Torre Baró,2015-04-01
673,15,-,-,15,,"59,3",-,-,"59,3",,"52,4",-,"52,4",,"914,9",-,"914,9",8 55. Ciutat Meridiana,2015-04-01
674,2,-,-,2,,"88,5",-,-,"88,5",,-,-,-,,-,-,-,8 56. Vallbona,2015-04-01
675,40,1,-,39,,"77,6","112,0",-,"76,6",,"171,3",-,"157,1",,"2.079,9",-,"1.974,4",9 57. la Trinitat Vella,2015-04-01
676,2,-,-,2,,"79,0",-,-,"79,0",,-,-,-,,-,-,-,9 58. Baró de Viver,2015-04-01
677,18,-,-,18,,"65,4",-,-,"65,4",,"91,2",-,"91,2",,"1.403,5",-,"1.403,5",9 59. el Bon Pastor,2015-04-01
678,68,-,-,68,,"67,4",-,-,"67,4",,"151,2",-,"151,2",,"2.242,6",-,"2.242,6",9 60. Sant Andreu,2015-04-01
679,62,-,-,62,,"70,0",-,-,"70,0",,"186,8",-,"186,8",,"2.723,6",-,"2.723,6",9 61. la Sagrera,2015-04-01
680,30,-,-,30,,"83,7",-,-,"83,7",,"148,5",-,"148,5",,"1.833,6",-,"1.833,6",9 62. el Congrés i els Indians,2015-04-01
681,36,-,-,36,,"86,7",-,-,"86,7",,"309,3",-,"309,3",,"3.245,9",-,"3.245,9",9 63. Navas,2015-04-01
682,177,-,-,177,,"73,8",-,-,"73,8",,"214,9",-,"214,9",,"2.843,8",-,"2.843,8","10 64. el Camp de l""Arpa del Clot",2015-04-01
683,117,6,-,111,,"86,1","90,2",-,"85,9",,"251,3","203,2","254,1",,"2.710,5","2.339,6","2.732,0",10 65. el Clot,2015-04-01
684,25,-,11,14,,"78,2",-,"90,3","70,8",,"203,0",-,"203,0",,"2.957,9",-,"2.957,9",10 66. el Parc i la Llacuna del Poblenou,2015-04-01
685,7,-,-,7,,"87,7",-,-,"87,7",,"322,0",-,"322,0",,"3.417,5",-,"3.417,5",10 67. la Vila Olímpica del Poblenou,2015-04-01
686,30,2,-,28,,"82,8","118,0",-,"80,2",,"237,7",-,"242,1",,"2.785,7",-,"2.886,2",10 68. el Poblenou,2015-04-01
687,23,-,-,23,,"100,2",-,-,"100,2",,"638,5",-,"638,5",,"6.188,9",-,"6.188,9",10 69. Diagonal Mar i el Front Marítim del Poblenou,2015-04-01
688,55,5,-,50,,"61,9","110,7",-,"58,7",,"118,5","162,3","115,3",,"1.879,7","1.404,1","1.913,6",10 70. el Besòs i el Maresme,2015-04-01
689,6,1,2,3,,"83,3","76,0","78,0","89,3",,"351,3",-,"457,0",,"3.498,0",-,"4.325,9",10 71. Provençals del Poblenou,2015-04-01
690,36,10,-,26,,"82,8","95,6",-,"77,7",,"310,4","405,9","223,6",,"3.427,6","4.197,0","2.728,0",10 72. Sant Martí de Provençals,2015-04-01
691,49,4,-,45,,"76,1","70,0",-,"76,5",,"125,9","143,3","123,3",,"1.702,2","2.146,6","1.635,6",10 73. la Verneda i la Pau,2015-04-01
692,51,5,0,46,,-,-,-,-,,-,-,-,,-,-,-,NC,2015-04-01
693,,,,,,,,,,,,,,,,,,empty,2015-07-01
694,3.080,252,18,2.810,,"81,5","85,4","78,0","81,3",,"271,3","325,7","265,4",,"2.968,8","3.371,6","2.925,6",Global,2015-07-01
695,,,,,,,,,,,,,,,,,,empty,2015-07-01
696,144,-,-,144,,"71,4",-,-,"71,4",,"208,8",-,"208,8",,"2.485,8",-,"2.485,8",1 1. el Raval,2015-07-01
697,38,2,-,36,,"100,7","244,0",-,"91,8",,"508,5",-,"303,1",,"3.709,7",-,"3.273,2",1 2. el Barri Gòtic,2015-07-01
698,48,2,-,46,,"42,1","45,0",-,"42,0",,"130,9",-,"130,5",,"3.161,1",-,"3.158,4",1 3. la Barceloneta,2015-07-01
699,72,4,-,68,,"76,9","108,5",-,"74,9",,"227,9","473,8","212,5",,"2.864,0","4.627,2","2.753,8","1 4. Sant Pere, Santa Caterina i la Ribera",2015-07-01
700,65,10,-,55,,"82,3","80,1",-,"82,7",,"265,5","433,3","226,5",,"3.424,9","5.576,8","2.924,5",2 5. el Fort Pienc,2015-07-01
701,18,-,-,18,,"64,2",-,-,"64,2",,"222,0",-,"222,0",,"3.541,3",-,"3.541,3",2 6. la Sagrada Família,2015-07-01
702,100,4,-,96,,"110,2","85,3",-,"111,4",,"458,2","258,3","470,3",,"3.656,4","2.597,0","3.720,6","2 7. la Dreta de l""Eixample",2015-07-01
703,63,4,-,59,,"92,4","105,3",-,"91,4",,"325,1","365,0","321,1",,"3.589,7","3.784,8","3.570,2","2 8. l""Antiga Esquerra de l""Eixample",2015-07-01
704,62,3,-,59,,"89,3","124,0",-,"88,1",,"239,5","977,4","208,7",,"2.564,5","7.882,6","2.343,0","2 9. la Nova Esquerra de l""Eixample",2015-07-01
705,47,-,-,47,,"75,8",-,-,"75,8",,"258,5",-,"258,5",,"3.328,5",-,"3.328,5",2 10. Sant Antoni,2015-07-01
706,88,-,-,88,,"63,4",-,-,"63,4",,"166,7",-,"166,7",,"2.384,8",-,"2.384,8",3 11. el Poble Sec - AEI Parc Montjuïc,2015-07-01
707,3,-,1,2,,"71,7",-,"70,0","72,5",,-,-,-,,-,-,-,3 12. la Marina del Prat Vermell - AEI Zona Franca,2015-07-01
708,32,-,-,32,,"74,7",-,-,"74,7",,"109,3",-,"109,3",,"1.893,1",-,"1.893,1",3 13. la Marina de Port,2015-07-01
709,12,-,-,12,,"68,4",-,-,"68,4",,"179,1",-,"179,1",,"2.650,2",-,"2.650,2",3 14. la Font de la Guatlla,2015-07-01
710,28,3,-,25,,"68,8","59,0",-,"70,1",,"138,1","113,3","142,0",,"2.094,1","2.092,0","2.094,4",3 15. Hostafrancs,2015-07-01
711,51,15,-,36,,"69,6","80,6",-,"64,0",,"203,0","230,9","105,1",,"2.863,6","3.074,6","2.124,9",3 16. la Bordeta,2015-07-01
712,40,8,-,32,,"64,2","50,7",-,"67,4",,"152,1","137,3","186,5",,"2.857,0","2.663,9","3.307,7",3 17. Sants - Badal,2015-07-01
713,61,-,-,61,,"71,1",-,-,"71,1",,"188,0",-,"188,0",,"2.402,3",-,"2.402,3",3 18. Sants,2015-07-01
714,186,51,1,134,,"80,2","87,9",-,"79,4",,"279,3","600,7","229,8",,"3.350,4","6.609,3","2.849,1",4 19. les Corts,2015-07-01
715,27,3,-,24,,"77,0","85,5",-,"76,3",,"245,6","297,5","234,1",,"2.726,1","3.384,0","2.579,9",4 20. la Maternitat i Sant Ramon,2015-07-01
716,23,-,-,23,,"150,8",-,-,"150,8",,"744,0",-,"744,0",,"5.132,1",-,"5.132,1",4 21. Pedralbes,2015-07-01
717,4,-,-,4,,"79,8",-,-,"79,8",,"132,5",-,"132,5",,"1.673,5",-,"1.673,5","5 22. Vallvidrera, el Tibidabo i les Planes",2015-07-01
718,46,3,-,43,,"106,0","58,7",-,"110,2",,"529,2","207,7","561,4",,"4.532,8","3.787,9","4.607,3",5 23. Sarrià,2015-07-01
719,27,-,-,27,,"150,6",-,-,"150,6",,"748,5",-,"748,5",,"5.086,0",-,"5.086,0",5 24. les Tres Torres,2015-07-01
720,78,12,-,66,,"130,8","130,6",-,"130,8",,"604,9","484,5","629,4",,"4.301,7","3.585,7","4.447,6",5 25. Sant Gervasi - la Bonanova,2015-07-01
721,83,11,1,71,,"120,5","124,1","33,0","121,2",,"469,8","491,7","465,9",,"3.652,4","4.060,4","3.581,1",5 26. Sant Gervasi - Galvany,2015-07-01
722,77,6,-,71,,"114,1","137,5",-,"111,9",,"368,4","311,6","373,9",,"3.278,2","2.573,2","3.346,4",5 27. el Putxet i el Farró,2015-07-01
723,31,4,-,27,,"92,9","94,3",-,"92,7",,"263,9","172,5","279,8",,"2.864,8","2.300,7","2.963,0",6 28. Vallcarca i els Penitents,2015-07-01
724,8,4,-,4,,"70,8","56,0",-,"78,3",,"196,4","106,1","241,5",,"2.463,9","1.969,7","2.711,0",6 29. el Coll,2015-07-01
725,32,-,-,32,,"81,5",-,-,"81,5",,"220,5",-,"220,5",,"2.768,2",-,"2.768,2",6 30. la Salut,2015-07-01
726,69,-,-,69,,"82,6",-,-,"82,6",,"292,7",-,"292,7",,"3.259,9",-,"3.259,9",6 31. la Vila de Gràcia,2015-07-01
727,69,-,-,69,,"81,6",-,-,"81,6",,"274,9",-,"274,9",,"3.302,7",-,"3.302,7","6 32. el Camp d""en Grassot i Gràcia Nova",2015-07-01
728,76,-,-,76,,"74,7",-,-,"74,7",,"235,4",-,"235,4",,"3.358,2",-,"3.358,2",7 33. el Baix Guinardó,2015-07-01
729,16,-,-,16,,"66,3",-,-,"66,3",,"127,7",-,"127,7",,"1.803,7",-,"1.803,7",7 34. Can Baró,2015-07-01
730,84,1,-,83,,"73,2","106,0",-,"72,8",,"178,9",-,"175,6",,"2.306,4",-,"2.289,8",7 35. el Guinardó,2015-07-01
731,14,-,-,14,,"98,5",-,-,"98,5",,"225,6",-,"225,6",,"2.472,1",-,"2.472,1","7 36. la Font d""en Fargues",2015-07-01
732,46,11,2,33,,"72,2","60,6","85,5","75,3",,"138,2","111,1","147,8",,"1.902,2","1.814,5","1.933,3",7 37. el Carmel,2015-07-01
733,13,6,-,7,,"54,3","48,3",-,"60,2",,"101,1","70,8","131,3",,"1.992,5","1.566,7","2.418,3",7 38. la Teixonera,2015-07-01
734,9,2,-,7,,"94,5","202,0",-,"79,1",,"226,6",-,"221,0",,"2.311,2",-,"2.481,9",7 39. Sant Genís dels Agudells,2015-07-01
735,9,5,-,4,,"61,1","57,2",-,"66,0",,"96,1","108,6","65,0",,"1.681,0","1.899,0","1.135,9",7 40. Montbau,2015-07-01
736,6,3,-,3,,"70,3","49,0",-,"91,7",,"215,8","155,0","276,7",,"3.005,8","3.163,3","2.848,3","7 41. la Vall d""Hebron",2015-07-01
737,-,-,-,-,,,,,,,-,-,-,,,,,7 42. la Clota,2015-07-01
738,44,7,-,37,,"75,7","119,2",-,"68,3",,"140,1","229,8","116,6",,"1.843,7","2.113,2","1.773,4",7 43. Horta,2015-07-01
739,21,1,-,20,,"72,4","60,0",-,"73,2",,"152,5",-,"160,8",,"2.085,8",-,"2.195,3",8 44. Vilapicina i la Torre Llobeta,2015-07-01
740,40,-,-,40,,"65,3",-,-,"65,3",,"139,2",-,"139,2",,"2.027,2",-,"2.027,2",8 45. Porta,2015-07-01
741,11,-,-,11,,"66,6",-,-,"66,6",,"87,3",-,"87,3",,"1.242,6",-,"1.242,6",8 46. el Turó de la Peira,2015-07-01
742,2,-,-,2,,"59,5",-,-,"59,5",,-,-,-,,-,-,-,8 47. Can Peguera,2015-07-01
743,17,-,-,17,,"76,1",-,-,"76,1",,"128,4",-,"128,4",,"1.756,3",-,"1.756,3",8 48. la Guineueta,2015-07-01
744,5,-,-,5,,"64,0",-,-,"64,0",,-,-,-,,-,-,-,8 49. Canyelles,2015-07-01
745,18,-,-,18,,"52,2",-,-,"52,2",,"60,0",-,"60,0",,"1.088,9",-,"1.088,9",8 50. les Roquetes,2015-07-01
746,12,-,-,12,,"64,5",-,-,"64,5",,"272,0",-,"272,0",,"2.176,0",-,"2.176,0",8 51. Verdun,2015-07-01
747,28,-,-,28,,"58,7",-,-,"58,7",,"104,4",-,"104,4",,"1.715,2",-,"1.715,2",8 52. la Prosperitat,2015-07-01
748,10,-,-,10,,"58,1",-,-,"58,1",,"59,4",-,"59,4",,"1.058,3",-,"1.058,3",8 53. la Trinitat Nova,2015-07-01
749,-,-,-,-,,,,,,,-,-,-,,,,,8 54. Torre Baró,2015-07-01
750,7,-,-,7,,"57,5",-,-,"57,5",,"76,2",-,"76,2",,"1.346,1",-,"1.346,1",8 55. Ciutat Meridiana,2015-07-01
751,1,-,-,1,,"110,0",-,-,"110,0",,-,-,-,,-,-,-,8 56. Vallbona,2015-07-01
752,45,-,-,45,,"72,1",-,-,"72,1",,"139,4",-,"139,4",,"1.892,1",-,"1.892,1",9 57. la Trinitat Vella,2015-07-01
753,1,-,-,1,,"109,0",-,-,"109,0",,-,-,-,,-,-,-,9 58. Baró de Viver,2015-07-01
754,17,-,-,17,,"78,4",-,-,"78,4",,"133,6",-,"133,6",,"1.605,1",-,"1.605,1",9 59. el Bon Pastor,2015-07-01
755,92,-,-,92,,"71,3",-,-,"71,3",,"156,2",-,"156,2",,"2.216,5",-,"2.216,5",9 60. Sant Andreu,2015-07-01
756,55,1,-,54,,"72,2","28,0",-,"73,1",,"189,3",-,"194,9",,"2.803,2",-,"2.838,2",9 61. la Sagrera,2015-07-01
757,32,4,-,28,,"73,2","67,8",-,"74,0",,"135,2","95,3","141,3",,"1.904,9","1.478,0","1.970,6",9 62. el Congrés i els Indians,2015-07-01
758,49,-,-,49,,"85,1",-,-,"85,1",,"245,2",-,"245,2",,"2.640,3",-,"2.640,3",9 63. Navas,2015-07-01
759,114,-,-,114,,"83,4",-,-,"83,4",,"267,9",-,"267,9",,"2.980,9",-,"2.980,9","10 64. el Camp de l""Arpa del Clot",2015-07-01
760,98,6,-,92,,"80,7","75,8",-,"81,1",,"294,2","235,2","299,4",,"3.263,8","3.084,2","3.279,7",10 65. el Clot,2015-07-01
761,14,-,2,12,,"62,3",-,"113,0","57,7",,"178,7",-,"178,7",,"3.108,0",-,"3.108,0",10 66. el Parc i la Llacuna del Poblenou,2015-07-01
762,5,1,-,4,,"76,0","40,0",-,"85,0",,"320,4",-,"361,8",,"4.209,0",-,"4.292,5",10 67. la Vila Olímpica del Poblenou,2015-07-01
763,63,36,-,27,,"70,9","72,2",-,"69,2",,"240,2","256,9","208,7",,"3.066,3","3.076,0","3.047,8",10 68. el Poblenou,2015-07-01
764,20,2,-,18,,"85,8","58,0",-,"89,1",,"552,2",-,"593,4",,"5.954,5",-,"6.265,6",10 69. Diagonal Mar i el Front Marítim del Poblenou,2015-07-01
765,71,1,-,70,,"64,8","78,0",-,"64,6",,"135,6",-,"135,9",,"2.009,1",-,"2.017,7",10 70. el Besòs i el Maresme,2015-07-01
766,5,2,-,3,,"78,2","67,5",-,"85,3",,"357,0",-,"498,3",,"4.288,9",-,"5.722,7",10 71. Provençals del Poblenou,2015-07-01
767,53,8,1,44,,"84,6","106,4","59,0","81,0",,"302,0","473,6","247,1",,"3.091,4","4.447,1","2.657,6",10 72. Sant Martí de Provençals,2015-07-01
768,60,-,-,60,,"77,7",-,-,"77,7",,"136,6",-,"136,6",,"1.773,8",-,"1.773,8",10 73. la Verneda i la Pau,2015-07-01
769,65,6,10,49,,-,-,-,-,,-,-,-,,-,-,-,NC,2015-07-01
770,,,,,,,,,,,,,,,,,,empty,2015-10-01
771,2.759,276,7,2.476,,"78,5","76,4","84,9","78,8",,"275,8","312,9","270,0",,"3.107,5","3.850,6","2.990,0",Global,2015-10-01
772,,,,,,,,,,,,,,,,,,empty,2015-10-01
773,77,-,-,77,,"65,2",-,-,"65,2",,"154,6",-,"154,6",,"2.193,8",-,"2.193,8",1 1. el Raval,2015-10-01
774,68,28,-,40,,"79,3","72,0",-,"84,9",,"248,3","130,6","339,8",,"2.877,4","1.785,9","3.726,3",1 2. el Barri Gòtic,2015-10-01
